user_id,product_id,tipo_interaccion,rating,comentario,timestamp,metodo_pago
1288,699,Compra,,,2023-01-01 00:37:00,tarjeta_compensar
4559,1852,Compra,,,2023-01-01 00:38:00,pse
4159,976,Compra,,,2023-01-01 00:39:00,pse
4719,253,Compra,,,2023-01-01 00:40:00,pse
3407,1860,Compra,,,2023-01-01 00:41:00,tarjeta_compensar
3715,1099,Consulta,,,2023-01-01 00:42:00,pse
4352,552,Comentario,,Recomendado,2023-01-01 00:43:00,pse
3165,668,Consulta,,,2023-01-01 00:44:00,tarjeta_credito
2925,640,Valoracion,3.0,,2023-01-01 00:45:00,pse
4497,1069,Comentario,,,2023-01-01 00:46:00,tarjeta_credito
3327,1249,Valoracion,,,2023-01-01 00:47:00,tarjeta_credito
3467,1979,Compra,,,2023-01-01 00:48:00,tarjeta_compensar
3430,1570,Comentario,,Excelente,2023-01-01 00:49:00,pse
921,1434,Comentario,,Recomendado,2023-01-01 00:50:00,pse
1537,1427,Compra,,,2023-01-01 00:51:00,pse
4869,421,Comentario,,Malo,2023-01-01 00:52:00,tarjeta_compensar
3525,726,Comentario,,,2023-01-01 00:53:00,tarjeta_credito
2658,800,Valoracion,2.0,,2023-01-01 00:54:00,tarjeta_credito
3433,1255,Consulta,,,2023-01-01 00:55:00,tarjeta_credito
4645,772,Valoracion,4.0,,2023-01-01 00:56:00,pse
3118,1765,Compra,,,2023-01-01 00:57:00,pse
1382,1677,Valoracion,2.0,,2023-01-01 00:58:00,tarjeta_credito
2460,679,Compra,,,2023-01-01 00:59:00,pse
4709,361,Compra,,,2023-01-01 01:00:00,pse
2615,25,Comentario,,Malo,2023-01-01 01:01:00,pse
2990,1708,Comentario,,Podría mejorar,2023-01-01 01:02:00,tarjeta_compensar
1875,1907,Valoracion,3.0,,2023-01-01 01:03:00,pse
4070,826,Valoracion,3.0,,2023-01-01 01:04:00,pse
557,73,Valoracion,,,2023-01-01 01:05:00,tarjeta_compensar
1463,1383,Valoracion,2.0,,2023-01-01 01:06:00,tarjeta_credito
211,1472,Valoracion,2.0,,2023-01-01 01:07:00,pse
2249,487,Valoracion,3.0,,2023-01-01 01:08:00,pse
1372,680,Valoracion,1.0,,2023-01-01 01:09:00,pse
1305,127,Valoracion,2.0,,2023-01-01 01:10:00,tarjeta_compensar
2118,1187,Valoracion,4.0,,2023-01-01 01:11:00,pse
2535,714,Compra,,,2023-01-01 01:12:00,pse
3629,6,Compra,,,2023-01-01 01:13:00,pse
2979,958,Compra,,,2023-01-01 01:14:00,tarjeta_credito
3716,187,Compra,,,2023-01-01 01:15:00,tarjeta_compensar
3524,1549,Compra,,,2023-01-01 01:16:00,tarjeta_credito
4050,318,Consulta,,,2023-01-01 01:17:00,tarjeta_credito
1778,510,Consulta,,,2023-01-01 01:18:00,tarjeta_compensar
4368,79,Compra,,,2023-01-01 01:19:00,tarjeta_compensar
4753,1542,Compra,,,2023-01-01 01:20:00,tarjeta_compensar
2571,387,Consulta,,,2023-01-01 01:21:00,tarjeta_credito
3942,522,Compra,,,2023-01-01 01:22:00,tarjeta_credito
1212,729,Consulta,,,2023-01-01 01:23:00,tarjeta_credito
4755,1847,Compra,,,2023-01-01 01:24:00,tarjeta_credito
4037,1041,Comentario,,Recomendado,2023-01-01 01:25:00,tarjeta_credito
2203,1934,Consulta,,,2023-01-01 01:26:00,tarjeta_compensar
406,1701,Valoracion,,,2023-01-01 01:27:00,tarjeta_compensar
4389,536,Compra,,,2023-01-01 01:28:00,pse
3538,1089,Compra,,,2023-01-01 01:29:00,tarjeta_compensar
1123,1381,Consulta,,,2023-01-01 01:30:00,tarjeta_credito
2287,632,Valoracion,1.0,,2023-01-01 01:31:00,tarjeta_credito
2170,940,Consulta,,,2023-01-01 01:32:00,tarjeta_compensar
2391,294,Compra,,,2023-01-01 01:33:00,tarjeta_credito
1077,1363,Valoracion,2.0,,2023-01-01 01:34:00,tarjeta_credito
550,13,Consulta,,,2023-01-01 01:35:00,tarjeta_credito
3524,912,Comentario,,Podría mejorar,2023-01-01 01:36:00,tarjeta_credito
1945,1379,Valoracion,5.0,,2023-01-01 01:37:00,pse
4582,1608,Comentario,,,2023-01-01 01:38:00,tarjeta_credito
757,1435,Valoracion,,,2023-01-01 01:39:00,tarjeta_compensar
612,852,Comentario,,Excelente,2023-01-01 01:40:00,tarjeta_compensar
4899,1744,Consulta,,,2023-01-01 01:41:00,tarjeta_credito
2830,1354,Compra,,,2023-01-01 01:42:00,pse
397,206,Valoracion,,,2023-01-01 01:43:00,tarjeta_credito
357,1695,Comentario,,Aceptable,2023-01-01 01:44:00,pse
4912,936,Compra,,,2023-01-01 01:45:00,tarjeta_compensar
1071,1368,Consulta,,,2023-01-01 01:46:00,tarjeta_compensar
780,1865,Valoracion,,,2023-01-01 01:47:00,tarjeta_compensar
691,1764,Consulta,,,2023-01-01 01:48:00,tarjeta_compensar
3437,22,Valoracion,4.0,,2023-01-01 01:49:00,tarjeta_compensar
2189,288,Compra,,,2023-01-01 01:50:00,tarjeta_compensar
4019,1836,Compra,,,2023-01-01 01:51:00,tarjeta_credito
3194,398,Valoracion,,,2023-01-01 01:52:00,pse
4639,1555,Consulta,,,2023-01-01 01:53:00,tarjeta_compensar
3158,1140,Compra,,,2023-01-01 01:54:00,tarjeta_compensar
4427,1178,Valoracion,2.0,,2023-01-01 01:55:00,tarjeta_compensar
4121,541,Comentario,,Aceptable,2023-01-01 01:56:00,tarjeta_compensar
111,1933,Compra,,,2023-01-01 01:57:00,pse
2762,1092,Consulta,,,2023-01-01 01:58:00,tarjeta_credito
1422,117,Valoracion,4.0,,2023-01-01 01:59:00,tarjeta_credito
3301,285,Valoracion,,,2023-01-01 02:00:00,tarjeta_compensar
1936,204,Valoracion,3.0,,2023-01-01 02:01:00,tarjeta_credito
271,1546,Comentario,,Excelente,2023-01-01 02:02:00,tarjeta_compensar
2958,126,Comentario,,Aceptable,2023-01-01 02:03:00,tarjeta_compensar
666,1103,Compra,,,2023-01-01 02:04:00,pse
3460,1661,Valoracion,3.0,,2023-01-01 02:05:00,tarjeta_credito
3657,1403,Valoracion,2.0,,2023-01-01 02:06:00,pse
2769,221,Consulta,,,2023-01-01 02:07:00,tarjeta_credito
168,488,Compra,,,2023-01-01 02:08:00,tarjeta_credito
3051,1306,Consulta,,,2023-01-01 02:09:00,tarjeta_compensar
3754,1710,Valoracion,2.0,,2023-01-01 02:10:00,tarjeta_compensar
678,298,Compra,,,2023-01-01 02:11:00,tarjeta_credito
4280,279,Comentario,,Aceptable,2023-01-01 02:12:00,tarjeta_credito
954,1063,Consulta,,,2023-01-01 02:13:00,pse
4296,485,Valoracion,5.0,,2023-01-01 02:14:00,pse
3332,8,Compra,,,2023-01-01 02:15:00,tarjeta_compensar
218,343,Comentario,,,2023-01-01 02:16:00,pse
4785,84,Valoracion,3.0,,2023-01-01 02:17:00,pse
1584,923,Consulta,,,2023-01-01 02:18:00,tarjeta_compensar
1797,137,Compra,,,2023-01-01 02:19:00,tarjeta_compensar
4142,1333,Compra,,,2023-01-01 02:20:00,tarjeta_compensar
436,1466,Comentario,,Podría mejorar,2023-01-01 02:21:00,pse
2448,1311,Valoracion,,,2023-01-01 02:22:00,pse
2435,1770,Consulta,,,2023-01-01 02:23:00,tarjeta_compensar
3950,177,Consulta,,,2023-01-01 02:24:00,tarjeta_credito
1397,579,Valoracion,3.0,,2023-01-01 02:25:00,tarjeta_compensar
2545,364,Valoracion,,,2023-01-01 02:26:00,tarjeta_compensar
3485,1171,Comentario,,Recomendado,2023-01-01 02:27:00,pse
64,1033,Compra,,,2023-01-01 02:28:00,pse
1152,931,Comentario,,Aceptable,2023-01-01 02:29:00,tarjeta_compensar
1579,979,Valoracion,4.0,,2023-01-01 02:30:00,pse
2297,12,Compra,,,2023-01-01 02:31:00,tarjeta_compensar
2216,1717,Compra,,,2023-01-01 02:32:00,tarjeta_credito
2639,1512,Compra,,,2023-01-01 02:33:00,pse
3939,567,Valoracion,4.0,,2023-01-01 02:34:00,tarjeta_credito
3812,343,Consulta,,,2023-01-01 02:35:00,tarjeta_compensar
1223,503,Valoracion,3.0,,2023-01-01 02:36:00,tarjeta_compensar
1258,1712,Compra,,,2023-01-01 02:37:00,tarjeta_compensar
196,941,Valoracion,,,2023-01-01 02:38:00,tarjeta_compensar
1081,1629,Comentario,,Aceptable,2023-01-01 02:39:00,tarjeta_credito
1820,1848,Valoracion,4.0,,2023-01-01 02:40:00,pse
4844,1930,Valoracion,3.0,,2023-01-01 02:41:00,tarjeta_credito
2018,121,Compra,,,2023-01-01 02:42:00,tarjeta_credito
1600,1252,Consulta,,,2023-01-01 02:43:00,pse
3762,1905,Consulta,,,2023-01-01 02:44:00,tarjeta_credito
2672,11,Compra,,,2023-01-01 02:45:00,tarjeta_compensar
1911,1213,Consulta,,,2023-01-01 02:46:00,tarjeta_compensar
2618,475,Compra,,,2023-01-01 02:47:00,tarjeta_compensar
3962,1576,Valoracion,5.0,,2023-01-01 02:48:00,tarjeta_credito
2046,1099,Consulta,,,2023-01-01 02:49:00,tarjeta_compensar
1845,1396,Consulta,,,2023-01-01 02:50:00,tarjeta_compensar
3711,1850,Consulta,,,2023-01-01 02:51:00,tarjeta_credito
2720,1772,Compra,,,2023-01-01 02:52:00,tarjeta_credito
66,1213,Compra,,,2023-01-01 02:53:00,tarjeta_credito
843,42,Compra,,,2023-01-01 02:54:00,pse
2151,1980,Comentario,,,2023-01-01 02:55:00,tarjeta_credito
173,399,Consulta,,,2023-01-01 02:56:00,pse
3304,190,Consulta,,,2023-01-01 02:57:00,tarjeta_credito
3546,408,Comentario,,Excelente,2023-01-01 02:58:00,tarjeta_credito
3517,1610,Compra,,,2023-01-01 02:59:00,tarjeta_compensar
469,576,Comentario,,Excelente,2023-01-01 03:00:00,tarjeta_credito
516,321,Comentario,,Aceptable,2023-01-01 03:01:00,tarjeta_credito
4898,1456,Compra,,,2023-01-01 03:02:00,tarjeta_compensar
538,1379,Compra,,,2023-01-01 03:03:00,tarjeta_compensar
391,1010,Comentario,,Podría mejorar,2023-01-01 03:04:00,pse
4617,299,Valoracion,1.0,,2023-01-01 03:05:00,tarjeta_compensar
1205,1045,Comentario,,,2023-01-01 03:06:00,tarjeta_compensar
1963,458,Compra,,,2023-01-01 03:07:00,tarjeta_compensar
4903,1478,Compra,,,2023-01-01 03:08:00,tarjeta_credito
720,109,Valoracion,4.0,,2023-01-01 03:09:00,tarjeta_compensar
2848,943,Compra,,,2023-01-01 03:10:00,pse
3583,94,Consulta,,,2023-01-01 03:11:00,tarjeta_compensar
3048,320,Consulta,,,2023-01-01 03:12:00,tarjeta_compensar
444,70,Compra,,,2023-01-01 03:13:00,tarjeta_compensar
862,1369,Valoracion,5.0,,2023-01-01 03:14:00,pse
1146,1459,Compra,,,2023-01-01 03:15:00,tarjeta_credito
2264,1994,Consulta,,,2023-01-01 03:16:00,pse
3010,152,Consulta,,,2023-01-01 03:17:00,pse
404,1183,Valoracion,3.0,,2023-01-01 03:18:00,tarjeta_compensar
4439,1655,Comentario,,Aceptable,2023-01-01 03:19:00,tarjeta_credito
3625,636,Compra,,,2023-01-01 03:20:00,pse
1010,1525,Compra,,,2023-01-01 03:21:00,tarjeta_compensar
2274,345,Compra,,,2023-01-01 03:22:00,tarjeta_compensar
2320,1444,Compra,,,2023-01-01 03:23:00,pse
4423,743,Valoracion,4.0,,2023-01-01 03:24:00,tarjeta_compensar
917,252,Compra,,,2023-01-01 03:25:00,pse
2254,666,Compra,,,2023-01-01 03:26:00,pse
4337,1790,Comentario,,Aceptable,2023-01-01 03:27:00,tarjeta_compensar
4346,401,Valoracion,4.0,,2023-01-01 03:28:00,pse
2319,734,Compra,,,2023-01-01 03:29:00,pse
4759,419,Consulta,,,2023-01-01 03:30:00,tarjeta_credito
2831,308,Valoracion,1.0,,2023-01-01 03:31:00,pse
2910,340,Compra,,,2023-01-01 03:32:00,tarjeta_credito
3224,922,Valoracion,1.0,,2023-01-01 03:33:00,tarjeta_compensar
4323,1513,Valoracion,1.0,,2023-01-01 03:34:00,tarjeta_credito
4931,970,Compra,,,2023-01-01 03:35:00,pse
3804,485,Valoracion,1.0,,2023-01-01 03:36:00,pse
2605,1817,Consulta,,,2023-01-01 03:37:00,tarjeta_compensar
3193,1667,Compra,,,2023-01-01 03:38:00,pse
109,925,Valoracion,4.0,,2023-01-01 03:39:00,tarjeta_credito
3998,763,Comentario,,Aceptable,2023-01-01 03:40:00,tarjeta_compensar
1621,1232,Consulta,,,2023-01-01 03:41:00,tarjeta_credito
236,872,Comentario,,Malo,2023-01-01 03:42:00,tarjeta_compensar
3998,1233,Compra,,,2023-01-01 03:43:00,tarjeta_credito
4561,1371,Consulta,,,2023-01-01 03:44:00,tarjeta_compensar
4599,1397,Compra,,,2023-01-01 03:45:00,tarjeta_compensar
1354,1746,Valoracion,3.0,,2023-01-01 03:46:00,tarjeta_compensar
3452,1527,Consulta,,,2023-01-01 03:47:00,tarjeta_compensar
633,635,Compra,,,2023-01-01 03:48:00,pse
4112,243,Consulta,,,2023-01-01 03:49:00,tarjeta_credito
1220,228,Comentario,,Aceptable,2023-01-01 03:50:00,tarjeta_compensar
4460,710,Consulta,,,2023-01-01 03:51:00,tarjeta_credito
2057,1174,Compra,,,2023-01-01 03:52:00,tarjeta_credito
3719,838,Consulta,,,2023-01-01 03:53:00,tarjeta_compensar
3599,145,Consulta,,,2023-01-01 03:54:00,pse
3454,171,Comentario,,,2023-01-01 03:55:00,tarjeta_compensar
1101,1400,Consulta,,,2023-01-01 03:56:00,tarjeta_compensar
818,37,Comentario,,Recomendado,2023-01-01 03:57:00,tarjeta_compensar
896,1949,Comentario,,Podría mejorar,2023-01-01 03:58:00,tarjeta_credito
459,1661,Comentario,,Excelente,2023-01-01 03:59:00,pse
548,1967,Compra,,,2023-01-01 04:00:00,tarjeta_compensar
1129,1168,Comentario,,Recomendado,2023-01-01 04:01:00,tarjeta_credito
376,393,Valoracion,1.0,,2023-01-01 04:02:00,tarjeta_compensar
2520,1241,Comentario,,Podría mejorar,2023-01-01 04:03:00,pse
1659,838,Comentario,,Excelente,2023-01-01 04:04:00,pse
3509,275,Comentario,,Recomendado,2023-01-01 04:05:00,tarjeta_credito
3065,468,Comentario,,,2023-01-01 04:06:00,pse
3110,1857,Comentario,,Malo,2023-01-01 04:07:00,tarjeta_credito
740,1369,Compra,,,2023-01-01 04:08:00,tarjeta_compensar
3324,1284,Valoracion,5.0,,2023-01-01 04:09:00,tarjeta_compensar
4962,234,Consulta,,,2023-01-01 04:10:00,tarjeta_compensar
3871,50,Comentario,,,2023-01-01 04:11:00,tarjeta_compensar
2008,1729,Comentario,,Recomendado,2023-01-01 04:12:00,tarjeta_compensar
2928,839,Compra,,,2023-01-01 04:13:00,tarjeta_credito
1697,1183,Comentario,,Aceptable,2023-01-01 04:14:00,tarjeta_credito
3144,1279,Compra,,,2023-01-01 04:15:00,tarjeta_credito
3486,336,Consulta,,,2023-01-01 04:16:00,tarjeta_credito
638,135,Compra,,,2023-01-01 04:17:00,tarjeta_compensar
3870,562,Comentario,,,2023-01-01 04:18:00,pse
2668,1376,Valoracion,5.0,,2023-01-01 04:19:00,tarjeta_credito
2442,1452,Comentario,,,2023-01-01 04:20:00,pse
755,96,Comentario,,Excelente,2023-01-01 04:21:00,pse
3073,621,Compra,,,2023-01-01 04:22:00,tarjeta_compensar
514,677,Valoracion,,,2023-01-01 04:23:00,tarjeta_credito
1306,1810,Valoracion,4.0,,2023-01-01 04:24:00,tarjeta_credito
3616,1482,Consulta,,,2023-01-01 04:25:00,pse
2586,1193,Consulta,,,2023-01-01 04:26:00,tarjeta_compensar
4271,1948,Compra,,,2023-01-01 04:27:00,tarjeta_compensar
4795,410,Compra,,,2023-01-01 04:28:00,tarjeta_compensar
425,886,Comentario,,,2023-01-01 04:29:00,pse
1530,897,Consulta,,,2023-01-01 04:30:00,pse
1394,1724,Comentario,,,2023-01-01 04:31:00,tarjeta_compensar
2916,837,Compra,,,2023-01-01 04:32:00,tarjeta_credito
2564,1248,Comentario,,Podría mejorar,2023-01-01 04:33:00,tarjeta_compensar
295,1307,Compra,,,2023-01-01 04:34:00,tarjeta_compensar
4445,1408,Consulta,,,2023-01-01 04:35:00,tarjeta_credito
2570,1563,Valoracion,1.0,,2023-01-01 04:36:00,tarjeta_compensar
1002,1493,Consulta,,,2023-01-01 04:37:00,tarjeta_credito
3021,1163,Consulta,,,2023-01-01 04:38:00,tarjeta_credito
4472,125,Valoracion,3.0,,2023-01-01 04:39:00,tarjeta_compensar
2453,1961,Comentario,,Malo,2023-01-01 04:40:00,tarjeta_credito
3579,1958,Valoracion,1.0,,2023-01-01 04:41:00,tarjeta_compensar
3001,1314,Consulta,,,2023-01-01 04:42:00,tarjeta_credito
3280,365,Comentario,,,2023-01-01 04:43:00,tarjeta_credito
4343,1448,Valoracion,3.0,,2023-01-01 04:44:00,tarjeta_credito
3546,1612,Consulta,,,2023-01-01 04:45:00,tarjeta_compensar
1808,693,Compra,,,2023-01-01 04:46:00,tarjeta_credito
2840,965,Comentario,,Podría mejorar,2023-01-01 04:47:00,tarjeta_credito
3506,535,Comentario,,Recomendado,2023-01-01 04:48:00,tarjeta_compensar
198,781,Consulta,,,2023-01-01 04:49:00,tarjeta_compensar
197,860,Consulta,,,2023-01-01 04:50:00,tarjeta_credito
2276,1212,Valoracion,1.0,,2023-01-01 04:51:00,tarjeta_credito
398,649,Valoracion,4.0,,2023-01-01 04:52:00,tarjeta_compensar
4666,1238,Valoracion,1.0,,2023-01-01 04:53:00,tarjeta_compensar
1796,973,Consulta,,,2023-01-01 04:54:00,tarjeta_credito
1191,1752,Consulta,,,2023-01-01 04:55:00,tarjeta_compensar
1173,718,Comentario,,Aceptable,2023-01-01 04:56:00,tarjeta_compensar
3208,954,Valoracion,1.0,,2023-01-01 04:57:00,tarjeta_credito
806,671,Compra,,,2023-01-01 04:58:00,tarjeta_credito
4742,1756,Compra,,,2023-01-01 04:59:00,tarjeta_credito
4242,356,Valoracion,3.0,,2023-01-01 05:00:00,tarjeta_credito
1161,612,Consulta,,,2023-01-01 05:01:00,pse
1939,1111,Comentario,,Recomendado,2023-01-01 05:02:00,pse
4210,711,Consulta,,,2023-01-01 05:03:00,pse
1617,1318,Comentario,,Podría mejorar,2023-01-01 05:04:00,tarjeta_credito
1887,474,Comentario,,Podría mejorar,2023-01-01 05:05:00,tarjeta_credito
2327,1942,Valoracion,5.0,,2023-01-01 05:06:00,tarjeta_compensar
4305,514,Comentario,,Recomendado,2023-01-01 05:07:00,tarjeta_credito
2247,634,Consulta,,,2023-01-01 05:08:00,tarjeta_credito
470,519,Valoracion,1.0,,2023-01-01 05:09:00,tarjeta_credito
4810,431,Valoracion,,,2023-01-01 05:10:00,tarjeta_credito
4152,1749,Consulta,,,2023-01-01 05:11:00,tarjeta_credito
98,427,Comentario,,Excelente,2023-01-01 05:12:00,pse
555,1348,Consulta,,,2023-01-01 05:13:00,tarjeta_compensar
1918,1971,Consulta,,,2023-01-01 05:14:00,tarjeta_compensar
2834,679,Comentario,,Malo,2023-01-01 05:15:00,tarjeta_credito
3813,485,Consulta,,,2023-01-01 05:16:00,pse
1474,1295,Valoracion,1.0,,2023-01-01 05:17:00,pse
3383,753,Compra,,,2023-01-01 05:18:00,tarjeta_compensar
3957,1152,Consulta,,,2023-01-01 05:19:00,pse
2220,876,Consulta,,,2023-01-01 05:20:00,tarjeta_compensar
3345,40,Consulta,,,2023-01-01 05:21:00,tarjeta_compensar
4402,16,Valoracion,2.0,,2023-01-01 05:22:00,tarjeta_compensar
1586,1588,Comentario,,Aceptable,2023-01-01 05:23:00,tarjeta_compensar
4467,223,Comentario,,Podría mejorar,2023-01-01 05:24:00,tarjeta_compensar
2838,1572,Valoracion,3.0,,2023-01-01 05:25:00,pse
4973,1535,Consulta,,,2023-01-01 05:26:00,tarjeta_compensar
3199,628,Compra,,,2023-01-01 05:27:00,tarjeta_compensar
4714,732,Comentario,,Podría mejorar,2023-01-01 05:28:00,pse
2774,1862,Compra,,,2023-01-01 05:29:00,pse
2210,450,Compra,,,2023-01-01 05:30:00,tarjeta_credito
1531,1304,Valoracion,3.0,,2023-01-01 05:31:00,tarjeta_credito
4476,145,Comentario,,Podría mejorar,2023-01-01 05:32:00,tarjeta_compensar
1584,717,Valoracion,2.0,,2023-01-01 05:33:00,pse
4401,1456,Comentario,,,2023-01-01 05:34:00,tarjeta_compensar
1921,955,Compra,,,2023-01-01 05:35:00,pse
4632,1929,Consulta,,,2023-01-01 05:36:00,pse
1277,1154,Consulta,,,2023-01-01 05:37:00,tarjeta_compensar
3564,438,Consulta,,,2023-01-01 05:38:00,tarjeta_compensar
4192,1299,Compra,,,2023-01-01 05:39:00,pse
4284,1909,Consulta,,,2023-01-01 05:40:00,pse
1641,1315,Compra,,,2023-01-01 05:41:00,tarjeta_credito
3194,1129,Consulta,,,2023-01-01 05:42:00,tarjeta_compensar
693,1993,Compra,,,2023-01-01 05:43:00,pse
1701,1264,Comentario,,Aceptable,2023-01-01 05:44:00,tarjeta_compensar
3265,296,Compra,,,2023-01-01 05:45:00,pse
3905,1011,Valoracion,4.0,,2023-01-01 05:46:00,tarjeta_credito
448,538,Valoracion,5.0,,2023-01-01 05:47:00,tarjeta_compensar
2671,939,Compra,,,2023-01-01 05:48:00,tarjeta_credito
4951,1085,Compra,,,2023-01-01 05:49:00,tarjeta_compensar
4151,1845,Valoracion,5.0,,2023-01-01 05:50:00,tarjeta_compensar
2685,621,Consulta,,,2023-01-01 05:51:00,pse
1704,209,Comentario,,Malo,2023-01-01 05:52:00,tarjeta_credito
2020,975,Valoracion,3.0,,2023-01-01 05:53:00,tarjeta_credito
1758,927,Compra,,,2023-01-01 05:54:00,tarjeta_credito
3645,142,Compra,,,2023-01-01 05:55:00,tarjeta_credito
2241,482,Compra,,,2023-01-01 05:56:00,pse
2609,597,Compra,,,2023-01-01 05:57:00,tarjeta_compensar
4682,306,Consulta,,,2023-01-01 05:58:00,tarjeta_compensar
2768,1894,Consulta,,,2023-01-01 05:59:00,tarjeta_compensar
598,1505,Consulta,,,2023-01-01 06:00:00,tarjeta_compensar
4602,821,Comentario,,Recomendado,2023-01-01 06:01:00,tarjeta_credito
772,1802,Compra,,,2023-01-01 06:02:00,pse
321,870,Valoracion,5.0,,2023-01-01 06:03:00,pse
1796,436,Comentario,,Aceptable,2023-01-01 06:04:00,pse
2325,1819,Compra,,,2023-01-01 06:05:00,pse
173,397,Valoracion,,,2023-01-01 06:06:00,pse
4474,1334,Compra,,,2023-01-01 06:07:00,tarjeta_compensar
1090,1927,Compra,,,2023-01-01 06:08:00,tarjeta_credito
557,163,Consulta,,,2023-01-01 06:09:00,tarjeta_compensar
3004,1045,Valoracion,5.0,,2023-01-01 06:10:00,tarjeta_compensar
733,947,Consulta,,,2023-01-01 06:11:00,tarjeta_compensar
635,699,Valoracion,,,2023-01-01 06:12:00,pse
290,1831,Consulta,,,2023-01-01 06:13:00,pse
1797,295,Valoracion,,,2023-01-01 06:14:00,pse
3043,894,Valoracion,1.0,,2023-01-01 06:15:00,pse
3144,1919,Consulta,,,2023-01-01 06:16:00,pse
1465,1916,Consulta,,,2023-01-01 06:17:00,pse
4979,458,Compra,,,2023-01-01 06:18:00,pse
1764,403,Comentario,,Malo,2023-01-01 06:19:00,pse
3739,1635,Compra,,,2023-01-01 06:20:00,tarjeta_credito
1278,980,Comentario,,Aceptable,2023-01-01 06:21:00,tarjeta_compensar
1481,152,Compra,,,2023-01-01 06:22:00,tarjeta_credito
3537,1688,Compra,,,2023-01-01 06:23:00,pse
1677,569,Valoracion,2.0,,2023-01-01 06:24:00,tarjeta_compensar
4605,1343,Compra,,,2023-01-01 06:25:00,tarjeta_credito
2905,855,Compra,,,2023-01-01 06:26:00,pse
3926,1252,Consulta,,,2023-01-01 06:27:00,pse
2930,1048,Consulta,,,2023-01-01 06:28:00,tarjeta_credito
3045,989,Consulta,,,2023-01-01 06:29:00,tarjeta_credito
2785,1306,Comentario,,Recomendado,2023-01-01 06:30:00,tarjeta_compensar
851,243,Consulta,,,2023-01-01 06:31:00,tarjeta_compensar
2779,898,Consulta,,,2023-01-01 06:32:00,tarjeta_credito
1809,986,Comentario,,Excelente,2023-01-01 06:33:00,pse
1706,896,Valoracion,2.0,,2023-01-01 06:34:00,tarjeta_credito
1962,1892,Compra,,,2023-01-01 06:35:00,tarjeta_compensar
708,1003,Valoracion,3.0,,2023-01-01 06:36:00,tarjeta_compensar
3225,1588,Comentario,,Aceptable,2023-01-01 06:37:00,tarjeta_credito
3225,1359,Valoracion,2.0,,2023-01-01 06:38:00,tarjeta_compensar
4461,702,Comentario,,Excelente,2023-01-01 06:39:00,pse
4426,41,Consulta,,,2023-01-01 06:40:00,pse
807,1393,Comentario,,Aceptable,2023-01-01 06:41:00,pse
2867,1588,Consulta,,,2023-01-01 06:42:00,tarjeta_compensar
4135,1360,Compra,,,2023-01-01 06:43:00,tarjeta_credito
3815,894,Compra,,,2023-01-01 06:44:00,tarjeta_credito
