user_id,product_id,tipo_interaccion,nuevo_rating,index
1081,1629,Comentario,0.5,11
1820,1848,Valoracion,0.75,12
4844,1930,Valoracion,0.5,1
3962,1576,Valoracion,1.0,8
3546,408,Comentario,1.0,14
469,576,Comentario,1.0,6
516,321,Comentario,0.5,11
391,1010,Comentario,0.5,7
4617,299,Valoracion,0.0,5
720,109,Valoracion,0.75,5
862,1369,Valoracion,1.0,14
404,1183,Valoracion,0.5,7
4439,1655,Comentario,0.5,9
4423,743,Valoracion,0.75,5
4337,1790,Comentario,0.5,15
4346,401,Valoracion,0.75,15
2831,308,Valoracion,0.0,4
3224,922,Valoracion,0.0,7
4323,1513,Valoracion,0.0,6
3804,485,Valoracion,0.0,15
109,925,Valoracion,0.75,12
3998,763,Comentario,0.5,2
236,872,Comentario,0.0,7
1354,1746,Valoracion,0.5,2
1220,228,Comentario,0.5,5
818,37,Comentario,1.0,8
896,1949,Comentario,0.5,7
459,1661,Comentario,1.0,3
1129,1168,Comentario,1.0,13
376,393,Valoracion,0.0,5
2520,1241,Comentario,0.5,9
1659,838,Comentario,1.0,4
3509,275,Comentario,1.0,12
3110,1857,Comentario,0.0,4
3324,1284,Valoracion,1.0,4
2008,1729,Comentario,1.0,5
1697,1183,Comentario,0.5,7
2668,1376,Valoracion,1.0,9
755,96,Comentario,1.0,2
1306,1810,Valoracion,0.75,7
2564,1248,Comentario,0.5,8
2570,1563,Valoracion,0.0,7
4472,125,Valoracion,0.5,10
2453,1961,Comentario,0.0,7
3579,1958,Valoracion,0.0,5
4343,1448,Valoracion,0.5,2
2840,965,Comentario,0.5,9
3506,535,Comentario,1.0,8
2276,1212,Valoracion,0.0,6
398,649,Valoracion,0.75,14
4666,1238,Valoracion,0.0,7
1173,718,Comentario,0.5,8
3208,954,Valoracion,0.0,5
4242,356,Valoracion,0.5,11
1939,1111,Comentario,1.0,13
1617,1318,Comentario,0.5,2
1887,474,Comentario,0.5,13
2327,1942,Valoracion,1.0,12
4305,514,Comentario,1.0,6
470,519,Valoracion,0.0,12
98,427,Comentario,1.0,2
2834,679,Comentario,0.0,11
1474,1295,Valoracion,0.0,7
4402,16,Valoracion,0.25,6
1586,1588,Comentario,0.5,13
4467,223,Comentario,0.5,14
2838,1572,Valoracion,0.5,2
4714,732,Comentario,0.5,2
1531,1304,Valoracion,0.5,11
4476,145,Comentario,0.5,1
1584,717,Valoracion,0.25,9
1701,1264,Comentario,0.5,9
3905,1011,Valoracion,0.75,14
448,538,Valoracion,1.0,1
4151,1845,Valoracion,1.0,12
1704,209,Comentario,0.0,4
2020,975,Valoracion,0.5,2
4602,821,Comentario,1.0,5
321,870,Valoracion,1.0,1
1796,436,Comentario,0.5,3
3004,1045,Valoracion,1.0,7
3043,894,Valoracion,0.0,5
1764,403,Comentario,0.0,14
1278,980,Comentario,0.5,9
1677,569,Valoracion,0.25,9
2785,1306,Comentario,1.0,13
1809,986,Comentario,1.0,7
1706,896,Valoracion,0.25,10
708,1003,Valoracion,0.5,11
3225,1588,Comentario,0.5,13
3225,1359,Valoracion,0.25,14
4461,702,Comentario,1.0,5
807,1393,Comentario,0.5,9
984,1532,Valoracion,0.0,3
2836,409,Comentario,0.5,14
4380,751,Comentario,0.5,12
1948,1503,Valoracion,0.25,9
3788,1093,Valoracion,0.25,11
881,89,Comentario,1.0,6
1115,1258,Comentario,1.0,8
3937,1803,Valoracion,0.25,9
4935,613,Valoracion,0.5,4
3848,1827,Comentario,0.5,11
4022,1096,Valoracion,0.0,15
608,1907,Valoracion,0.0,11
4237,155,Comentario,1.0,6
172,180,Valoracion,1.0,13
3231,1390,Comentario,1.0,7
2448,918,Comentario,0.0,14
2352,590,Comentario,0.0,5
3933,1279,Valoracion,0.0,9
1305,1905,Comentario,0.0,7
1987,1574,Valoracion,0.0,9
3164,1127,Valoracion,0.25,12
2750,1256,Valoracion,0.0,13
45,186,Comentario,1.0,5
4737,1894,Valoracion,0.75,6
3438,1901,Valoracion,1.0,9
1118,552,Valoracion,0.0,10
2193,350,Valoracion,0.5,5
4116,169,Comentario,1.0,1
1961,1576,Comentario,0.5,8
2438,365,Valoracion,0.25,13
913,964,Comentario,0.0,12
1921,98,Comentario,1.0,13
3880,948,Valoracion,0.0,10
1158,788,Comentario,1.0,4
370,1606,Valoracion,0.5,10
3727,187,Comentario,0.5,2
1124,1755,Valoracion,0.75,2
3254,1977,Comentario,0.5,5
2791,945,Valoracion,0.25,14
4313,1844,Valoracion,0.0,11
427,576,Comentario,0.5,6
1435,832,Valoracion,1.0,9
1356,767,Comentario,0.5,2
2701,1597,Valoracion,0.5,1
4877,457,Comentario,0.5,14
3549,930,Comentario,0.5,12
2208,944,Valoracion,0.25,14
1042,1261,Valoracion,0.0,10
582,974,Comentario,0.0,11
494,1262,Valoracion,0.75,2
4032,1507,Valoracion,1.0,6
2734,655,Comentario,1.0,14
4397,624,Comentario,0.5,2
451,1953,Comentario,0.0,3
2451,838,Comentario,0.0,4
3065,1952,Comentario,1.0,3
2032,509,Valoracion,0.0,4
1590,342,Comentario,1.0,3
2116,454,Comentario,0.0,15
968,151,Comentario,0.0,8
364,296,Valoracion,0.0,2
4741,1719,Valoracion,0.5,1
1708,962,Comentario,1.0,1
1904,1708,Valoracion,0.0,3
4647,532,Valoracion,0.75,14
29,818,Valoracion,0.5,12
4793,601,Valoracion,0.25,2
2227,112,Comentario,1.0,11
954,1072,Comentario,0.5,7
2306,1801,Valoracion,1.0,2
2908,37,Comentario,1.0,8
1097,1046,Valoracion,0.5,5
315,1984,Comentario,1.0,8
2880,1307,Comentario,0.0,7
4066,1036,Valoracion,0.0,15
2177,1505,Comentario,1.0,11
3241,953,Valoracion,0.0,1
3373,1666,Comentario,0.5,5
4212,409,Valoracion,0.75,14
4085,689,Comentario,0.5,10
4665,992,Valoracion,1.0,11
3584,211,Valoracion,0.25,14
3077,1401,Valoracion,0.25,13
3764,1496,Valoracion,0.5,2
546,1253,Comentario,1.0,11
2649,325,Comentario,0.5,13
3571,1172,Comentario,0.5,6
2324,1784,Valoracion,0.25,7
2476,623,Comentario,1.0,7
4434,1413,Comentario,0.5,9
2819,843,Comentario,0.5,7
2149,1630,Comentario,0.5,12
1972,77,Comentario,0.0,7
3675,1625,Comentario,0.5,3
2141,1273,Comentario,1.0,9
3394,1444,Valoracion,1.0,2
2938,1527,Valoracion,0.5,1
4894,1121,Comentario,0.0,1
500,1091,Valoracion,0.5,8
4590,1248,Valoracion,1.0,8
1634,1354,Comentario,0.0,1
723,296,Comentario,0.5,2
2785,459,Comentario,0.5,11
4825,720,Valoracion,1.0,12
858,1600,Comentario,1.0,2
737,631,Comentario,1.0,8
2864,874,Valoracion,1.0,14
500,602,Valoracion,0.0,6
2938,366,Valoracion,0.5,14
1670,9,Valoracion,0.5,14
2296,1788,Comentario,1.0,9
2512,1937,Comentario,1.0,4
2267,634,Comentario,0.5,1
3103,896,Comentario,0.0,10
1360,1964,Valoracion,0.25,7
3925,735,Valoracion,0.75,7
2362,1565,Comentario,1.0,4
649,864,Valoracion,0.5,10
3223,385,Valoracion,1.0,8
4411,1613,Comentario,1.0,12
3976,1291,Valoracion,0.25,3
3136,175,Comentario,1.0,1
1250,1681,Comentario,1.0,11
1998,1298,Comentario,1.0,7
2463,1404,Valoracion,0.0,3
3675,229,Comentario,0.0,2
2683,1854,Comentario,1.0,1
4702,666,Valoracion,1.0,5
4099,528,Comentario,0.5,9
2753,1927,Comentario,0.0,4
1718,237,Valoracion,0.75,8
3916,938,Valoracion,0.0,11
2092,1000,Comentario,0.5,15
4352,1330,Valoracion,1.0,5
349,268,Valoracion,0.0,15
2330,1268,Comentario,0.0,2
1423,864,Valoracion,0.0,10
4793,982,Comentario,1.0,1
3342,686,Valoracion,0.25,8
2519,1755,Valoracion,0.75,2
1474,1031,Valoracion,1.0,10
1820,630,Valoracion,1.0,10
2528,47,Comentario,1.0,3
2339,1062,Valoracion,1.0,9
663,1645,Valoracion,0.25,15
4502,1013,Valoracion,0.0,7
613,1789,Comentario,0.5,11
1424,1206,Valoracion,0.25,9
1325,1842,Valoracion,1.0,3
4988,1571,Valoracion,0.75,7
2531,1683,Comentario,1.0,7
870,1673,Comentario,1.0,11
1305,914,Valoracion,0.0,15
956,109,Valoracion,0.75,5
2706,422,Comentario,1.0,9
4966,1233,Comentario,0.0,13
1861,1287,Comentario,0.5,8
2657,1182,Comentario,0.0,4
550,855,Valoracion,0.5,13
2002,1188,Comentario,1.0,9
951,252,Valoracion,0.75,13
4963,58,Comentario,1.0,14
3293,1074,Comentario,1.0,2
2718,902,Valoracion,0.5,14
2194,1963,Valoracion,1.0,11
1429,1885,Comentario,0.5,2
4455,1563,Valoracion,0.0,7
919,807,Valoracion,0.5,10
1298,78,Valoracion,0.5,15
503,1252,Comentario,0.5,14
2059,1375,Comentario,0.0,1
4905,664,Valoracion,0.25,11
2783,1409,Comentario,1.0,8
3325,940,Comentario,0.5,8
4948,1222,Comentario,1.0,8
68,884,Valoracion,0.75,11
1419,1067,Comentario,1.0,1
3311,723,Valoracion,0.0,14
4433,635,Valoracion,0.5,10
2860,217,Comentario,0.5,10
1973,108,Comentario,1.0,3
169,40,Valoracion,0.75,13
4,1458,Valoracion,1.0,10
820,884,Valoracion,0.25,11
1250,1559,Valoracion,1.0,5
430,171,Valoracion,0.5,10
4599,1046,Comentario,0.0,5
4408,1518,Comentario,0.5,9
677,418,Valoracion,0.25,12
277,1721,Valoracion,0.0,9
2651,147,Comentario,0.5,2
3974,657,Valoracion,0.0,6
519,1107,Comentario,1.0,2
2834,71,Comentario,1.0,3
1171,283,Valoracion,1.0,7
960,32,Valoracion,0.75,2
450,1827,Valoracion,0.75,11
2507,1633,Comentario,0.5,13
4080,164,Comentario,1.0,8
1575,708,Valoracion,0.25,12
3295,529,Comentario,0.0,12
4440,1155,Comentario,0.5,7
2271,1830,Comentario,0.5,9
2351,635,Valoracion,1.0,10
4677,1365,Comentario,1.0,6
1561,364,Comentario,0.5,6
2336,487,Valoracion,0.0,2
889,1844,Valoracion,1.0,11
1189,1957,Comentario,0.0,4
338,934,Comentario,0.0,8
2557,710,Valoracion,0.0,6
2256,24,Valoracion,0.5,2
996,967,Comentario,0.5,15
3119,1244,Valoracion,0.75,9
3061,1129,Valoracion,0.0,15
4245,1029,Comentario,1.0,5
1354,1108,Comentario,1.0,8
1184,878,Comentario,0.5,9
3786,66,Valoracion,0.25,13
1219,974,Valoracion,0.5,11
4058,1106,Valoracion,0.75,5
2552,152,Comentario,0.0,3
1795,1132,Valoracion,1.0,8
2194,1720,Valoracion,1.0,14
3306,818,Comentario,0.5,12
410,1521,Comentario,0.0,6
4423,885,Valoracion,0.0,7
3671,1264,Comentario,0.5,9
1323,605,Valoracion,1.0,13
4475,329,Valoracion,0.5,6
4564,624,Valoracion,0.0,2
718,1793,Comentario,0.5,12
2134,1357,Valoracion,0.25,12
2532,237,Comentario,0.5,8
3068,509,Valoracion,0.75,4
3224,1902,Comentario,0.0,14
1845,1778,Valoracion,1.0,6
4310,466,Comentario,1.0,1
2639,392,Valoracion,1.0,12
1998,91,Comentario,1.0,15
202,1882,Valoracion,0.5,8
2103,1385,Valoracion,1.0,8
1242,1933,Comentario,0.0,14
3836,1451,Comentario,1.0,15
1754,1457,Comentario,0.5,15
3979,438,Comentario,0.0,12
2660,872,Valoracion,1.0,7
3858,302,Comentario,1.0,13
3664,1138,Valoracion,0.5,12
3621,1951,Comentario,0.5,1
4637,248,Comentario,1.0,11
2182,503,Valoracion,0.75,4
1328,1055,Valoracion,0.75,11
2520,876,Valoracion,0.25,6
4216,123,Comentario,0.0,8
284,1185,Comentario,0.5,13
4082,975,Comentario,0.5,2
2233,42,Comentario,1.0,1
4541,861,Valoracion,0.5,10
2280,661,Comentario,0.5,9
2736,272,Comentario,0.5,4
1988,697,Valoracion,0.5,2
4491,1499,Comentario,1.0,9
4451,846,Valoracion,0.25,13
508,890,Comentario,0.0,13
1276,1595,Valoracion,1.0,4
1904,1202,Comentario,1.0,13
4870,123,Comentario,0.0,8
763,1103,Valoracion,0.75,8
3719,353,Comentario,1.0,6
4667,252,Comentario,0.5,13
4028,929,Valoracion,0.5,4
2412,1573,Comentario,0.5,7
4470,1268,Valoracion,0.25,2
2426,1802,Comentario,0.0,4
3575,1857,Valoracion,0.0,4
3229,1261,Valoracion,1.0,10
1990,95,Valoracion,0.75,6
762,1316,Valoracion,0.75,13
2571,868,Valoracion,0.0,6
830,908,Valoracion,0.75,10
4543,1404,Comentario,1.0,3
25,1042,Valoracion,0.5,11
433,1438,Comentario,0.5,14
4383,1490,Comentario,1.0,3
1355,1595,Comentario,1.0,4
299,512,Valoracion,0.25,15
2208,121,Comentario,0.5,9
3829,1692,Valoracion,0.75,7
3652,920,Comentario,0.5,6
1812,1530,Comentario,1.0,14
646,679,Comentario,0.0,11
3844,1834,Comentario,0.5,13
2873,830,Valoracion,0.75,13
2282,1588,Comentario,1.0,13
1332,1247,Valoracion,1.0,6
1334,992,Comentario,1.0,11
4400,1531,Valoracion,0.5,5
3476,922,Valoracion,1.0,7
4068,1773,Comentario,1.0,6
3424,1117,Comentario,1.0,2
4947,1475,Valoracion,0.5,11
1851,1689,Comentario,0.0,4
4170,988,Valoracion,0.5,3
3862,1076,Valoracion,1.0,3
3932,1678,Valoracion,0.0,3
4737,1086,Valoracion,0.25,5
4978,1471,Valoracion,0.75,13
4720,1790,Comentario,0.5,15
3813,645,Valoracion,0.0,12
3839,386,Comentario,1.0,12
3185,1322,Comentario,0.5,3
1412,652,Comentario,1.0,12
2444,1174,Comentario,0.5,5
3750,529,Valoracion,0.5,12
3754,373,Comentario,0.0,15
2415,1431,Valoracion,0.75,7
1525,1254,Comentario,0.5,12
3821,1619,Comentario,0.5,7
176,1822,Comentario,0.5,10
1170,748,Comentario,1.0,11
1867,1412,Valoracion,0.25,8
1736,801,Valoracion,0.75,2
1358,1532,Valoracion,0.0,3
3813,573,Valoracion,0.0,13
2556,1751,Valoracion,0.25,6
3199,909,Comentario,0.5,10
4004,658,Comentario,1.0,13
4802,1985,Valoracion,1.0,8
166,1700,Valoracion,0.0,14
3964,832,Comentario,0.5,9
1452,855,Valoracion,0.0,13
2920,1957,Comentario,1.0,4
1555,962,Comentario,0.5,1
144,1130,Comentario,0.5,12
2860,1233,Valoracion,0.5,13
2845,1563,Comentario,1.0,7
3364,1735,Comentario,0.0,11
4578,53,Valoracion,0.0,12
3839,1795,Valoracion,0.75,9
2611,1528,Valoracion,0.75,15
4949,1956,Valoracion,0.5,10
3175,177,Valoracion,0.25,13
438,549,Comentario,0.0,11
1380,957,Comentario,0.5,11
417,1753,Valoracion,0.0,14
4401,900,Valoracion,0.5,3
1393,277,Valoracion,0.25,12
315,242,Valoracion,0.0,3
1600,193,Valoracion,0.5,4
2033,429,Comentario,0.0,5
3809,222,Comentario,0.5,8
4804,317,Valoracion,0.75,6
2908,1722,Comentario,0.0,9
4927,649,Valoracion,0.5,14
2734,873,Valoracion,1.0,4
1125,7,Valoracion,0.75,11
4082,1211,Comentario,1.0,5
2186,1144,Comentario,0.5,7
770,1344,Valoracion,0.5,6
4320,1357,Valoracion,0.0,12
2770,9,Valoracion,0.75,14
74,1886,Comentario,0.5,8
3381,818,Valoracion,0.75,12
1571,1549,Comentario,1.0,10
1096,163,Comentario,0.0,5
3764,250,Valoracion,0.75,7
4462,985,Valoracion,0.5,2
1630,417,Valoracion,0.75,10
3378,1605,Valoracion,0.0,12
3672,780,Comentario,1.0,8
1418,1115,Valoracion,0.5,9
3070,566,Valoracion,0.0,13
605,902,Comentario,0.5,14
3408,1943,Comentario,1.0,9
4766,724,Valoracion,1.0,2
2650,1923,Comentario,0.5,13
4241,1900,Comentario,1.0,11
2424,126,Comentario,0.0,9
1228,522,Valoracion,0.75,14
2029,133,Comentario,1.0,9
4433,163,Valoracion,1.0,5
4935,734,Comentario,0.0,12
213,937,Valoracion,1.0,2
1722,1937,Valoracion,0.25,4
4475,1565,Comentario,0.5,4
4684,1416,Comentario,0.0,8
58,877,Valoracion,0.0,14
4979,1635,Comentario,1.0,1
2517,395,Valoracion,0.0,13
4156,1629,Comentario,1.0,11
2257,1959,Valoracion,0.75,1
1022,873,Comentario,0.5,4
524,1643,Comentario,1.0,3
4118,650,Valoracion,1.0,6
3238,883,Comentario,0.0,4
2352,660,Comentario,0.5,4
2558,235,Valoracion,0.75,2
3220,695,Comentario,0.5,7
4626,910,Valoracion,0.5,13
2538,1874,Comentario,0.0,11
3081,1845,Valoracion,0.5,12
3338,957,Comentario,1.0,11
3146,23,Valoracion,0.0,8
2078,1637,Comentario,0.5,9
2813,213,Valoracion,0.5,1
4931,1217,Comentario,0.0,7
557,1968,Valoracion,0.75,8
523,1384,Valoracion,0.75,8
1977,967,Valoracion,1.0,15
1229,48,Valoracion,1.0,15
39,1830,Valoracion,0.0,9
1938,957,Valoracion,0.25,11
4616,1608,Comentario,0.0,9
2149,575,Comentario,0.0,12
972,1890,Comentario,0.5,14
1250,76,Comentario,1.0,6
4014,1501,Valoracion,0.0,13
3100,1195,Valoracion,0.75,9
2791,1184,Comentario,0.0,4
4197,1108,Comentario,0.0,8
4673,1460,Valoracion,0.25,12
4633,826,Comentario,0.0,11
4840,1658,Valoracion,0.0,8
4061,484,Valoracion,0.0,10
4692,1459,Comentario,0.0,12
4354,1024,Comentario,0.5,9
1229,83,Valoracion,0.0,7
2822,1884,Valoracion,1.0,15
125,1917,Comentario,1.0,10
3075,579,Comentario,0.0,11
3752,1237,Comentario,0.0,7
4869,1982,Comentario,1.0,3
1829,239,Comentario,0.5,13
2917,1154,Valoracion,1.0,9
783,1626,Valoracion,0.25,14
3598,1742,Valoracion,0.5,15
3014,460,Comentario,0.5,5
3358,267,Valoracion,0.25,12
3077,1036,Comentario,0.5,15
235,1774,Valoracion,1.0,4
4965,1729,Comentario,0.5,5
3188,1078,Comentario,0.5,5
3353,1140,Valoracion,0.0,6
2735,1796,Valoracion,0.25,15
1164,572,Valoracion,0.75,4
2592,1622,Comentario,1.0,6
1774,247,Comentario,0.5,1
4817,1037,Valoracion,0.75,9
2473,208,Comentario,1.0,2
3930,764,Comentario,1.0,13
577,1721,Valoracion,0.25,9
2720,849,Comentario,1.0,2
3343,1988,Comentario,0.5,11
3753,1099,Comentario,0.0,11
3657,1116,Valoracion,0.25,12
3684,355,Comentario,1.0,11
869,918,Comentario,1.0,14
2341,305,Valoracion,0.25,5
3173,1423,Comentario,0.5,6
1147,1893,Comentario,1.0,3
1399,1418,Comentario,0.5,7
3483,1015,Comentario,0.5,11
705,836,Comentario,1.0,8
1786,429,Valoracion,1.0,5
1851,937,Valoracion,0.25,2
3341,788,Comentario,1.0,4
3289,364,Valoracion,0.75,6
1311,803,Comentario,1.0,3
593,475,Comentario,0.5,13
2022,1015,Comentario,0.5,11
3492,1067,Valoracion,0.75,1
302,276,Comentario,0.0,5
3568,133,Comentario,1.0,9
3572,1743,Comentario,1.0,7
22,724,Valoracion,0.0,2
254,438,Valoracion,0.0,12
3742,1578,Valoracion,0.75,13
4469,1674,Valoracion,1.0,13
1859,1795,Valoracion,1.0,9
3527,1977,Valoracion,0.5,5
4872,659,Valoracion,0.25,11
289,1208,Comentario,1.0,1
4324,1999,Valoracion,0.0,14
4054,192,Valoracion,0.25,14
2988,1960,Comentario,0.5,5
3499,1637,Valoracion,1.0,9
1267,1060,Valoracion,0.75,6
3631,43,Valoracion,0.75,12
2843,796,Comentario,0.5,5
1314,1396,Valoracion,0.75,9
353,1659,Comentario,0.5,11
4609,1413,Comentario,0.5,9
563,1524,Valoracion,0.25,2
1247,1796,Comentario,0.5,15
2879,1005,Comentario,1.0,11
773,1479,Valoracion,0.25,15
1899,700,Valoracion,0.75,5
4990,1856,Valoracion,0.5,5
3175,1146,Valoracion,0.25,3
4244,1554,Valoracion,0.0,13
4710,341,Valoracion,0.5,6
3912,557,Comentario,0.5,2
1854,404,Comentario,0.5,1
80,338,Valoracion,0.5,12
3582,58,Comentario,0.5,14
3721,926,Valoracion,0.25,1
804,895,Comentario,0.5,15
22,1748,Comentario,1.0,15
674,77,Comentario,0.5,7
1000,1176,Valoracion,0.0,10
11,1990,Comentario,0.5,15
3197,1644,Valoracion,0.5,9
3035,746,Comentario,0.5,13
3600,641,Valoracion,0.5,4
3693,689,Comentario,0.5,10
877,731,Comentario,1.0,11
902,1789,Comentario,0.0,11
60,1545,Comentario,0.5,2
333,819,Comentario,0.5,12
2604,1650,Comentario,0.5,2
3564,523,Comentario,1.0,14
398,727,Valoracion,1.0,12
3412,1174,Valoracion,1.0,5
4525,1230,Valoracion,0.25,5
2463,1967,Valoracion,0.75,2
3654,695,Comentario,0.5,7
4733,377,Comentario,1.0,7
2321,1879,Valoracion,1.0,3
3658,200,Comentario,1.0,15
2517,362,Comentario,0.5,3
2996,217,Valoracion,0.25,10
2460,578,Comentario,0.5,10
1844,488,Valoracion,0.75,8
4509,619,Valoracion,0.25,3
1474,393,Comentario,0.5,5
1630,367,Valoracion,0.5,10
133,1419,Comentario,1.0,13
1222,1162,Comentario,1.0,15
3330,271,Comentario,0.5,1
645,1448,Valoracion,0.0,2
4705,1180,Valoracion,0.25,8
1820,1878,Comentario,1.0,8
2752,1313,Valoracion,0.25,14
1730,1106,Comentario,0.0,5
2303,1239,Valoracion,1.0,7
657,172,Comentario,0.5,4
3714,1188,Comentario,0.0,9
2782,500,Comentario,0.5,2
1050,1116,Comentario,0.5,12
3857,158,Comentario,1.0,10
1663,819,Valoracion,0.5,12
4309,1334,Comentario,0.5,9
2934,103,Comentario,1.0,13
1589,162,Valoracion,0.5,12
2397,419,Valoracion,0.25,11
4971,1614,Valoracion,0.5,3
3386,1434,Valoracion,0.75,14
894,891,Comentario,0.5,13
4524,1475,Comentario,0.0,11
2206,232,Valoracion,0.5,6
2356,1885,Comentario,1.0,2
1773,170,Comentario,0.5,11
319,732,Comentario,0.5,2
3905,1735,Valoracion,0.75,11
75,1923,Comentario,0.5,13
1748,1082,Comentario,0.5,7
3351,1587,Comentario,1.0,11
1893,1533,Valoracion,0.5,12
3920,682,Valoracion,0.25,6
4562,1718,Comentario,1.0,4
2263,1700,Comentario,1.0,14
3691,960,Valoracion,1.0,1
1210,1176,Valoracion,0.75,10
4124,1697,Comentario,1.0,10
4990,1662,Comentario,0.0,15
1158,1521,Comentario,0.5,6
4313,522,Comentario,0.5,14
2697,524,Comentario,0.0,3
3381,515,Comentario,1.0,1
2764,1605,Valoracion,0.5,12
3682,205,Valoracion,0.0,9
3318,723,Comentario,1.0,14
1249,1219,Comentario,1.0,8
3331,1712,Comentario,1.0,14
3334,1178,Valoracion,0.5,10
3562,183,Valoracion,0.75,15
2080,1648,Valoracion,0.0,2
2538,375,Valoracion,0.0,2
3051,200,Valoracion,0.25,15
292,1600,Valoracion,0.0,2
4107,341,Comentario,1.0,6
2016,1961,Comentario,1.0,7
4986,1999,Valoracion,0.0,14
4416,1269,Valoracion,0.75,7
2775,241,Valoracion,0.5,10
1264,1074,Valoracion,0.75,2
4005,1648,Valoracion,0.5,2
515,690,Comentario,1.0,14
4921,757,Comentario,0.5,6
1982,1764,Comentario,0.0,7
823,1494,Valoracion,1.0,7
2481,299,Comentario,1.0,5
4802,543,Comentario,1.0,8
1237,603,Comentario,0.5,7
4695,406,Comentario,1.0,2
4961,1100,Valoracion,0.25,6
2825,898,Valoracion,0.0,3
2704,1519,Valoracion,0.5,2
831,1632,Comentario,1.0,2
2488,1576,Comentario,0.0,8
4495,1272,Comentario,0.0,6
2229,790,Valoracion,0.5,4
750,1541,Comentario,1.0,12
3776,1375,Valoracion,1.0,1
1665,1087,Comentario,1.0,15
2257,481,Valoracion,0.0,9
564,885,Valoracion,0.25,7
2631,113,Comentario,1.0,2
3750,491,Comentario,0.5,8
3735,968,Comentario,1.0,2
145,1813,Valoracion,0.25,7
2147,1941,Comentario,0.0,1
627,192,Valoracion,0.25,14
3725,1596,Comentario,1.0,6
691,938,Valoracion,1.0,11
196,948,Valoracion,0.0,10
2358,413,Valoracion,0.5,14
4879,1076,Valoracion,0.0,3
416,757,Valoracion,0.0,6
4873,406,Comentario,1.0,2
2224,1555,Valoracion,0.75,6
694,1413,Comentario,0.0,9
2425,1830,Comentario,0.0,9
43,1981,Comentario,0.0,8
4941,1179,Comentario,0.5,13
3067,1814,Valoracion,0.0,13
1178,1860,Valoracion,0.5,5
258,1642,Comentario,1.0,14
3684,154,Comentario,1.0,5
986,1690,Comentario,1.0,5
976,1554,Valoracion,0.5,13
2346,1924,Valoracion,1.0,11
1073,412,Comentario,1.0,13
300,948,Comentario,1.0,10
1992,996,Valoracion,1.0,7
3392,656,Comentario,0.5,14
1741,821,Comentario,0.5,5
4318,639,Comentario,0.5,15
1894,796,Valoracion,0.5,5
3533,569,Valoracion,0.0,9
880,626,Comentario,1.0,3
3250,996,Valoracion,1.0,7
365,4,Comentario,1.0,12
3661,1306,Valoracion,0.25,13
3899,717,Comentario,1.0,9
4342,1609,Comentario,0.0,3
2975,1347,Comentario,1.0,13
3984,1008,Valoracion,1.0,12
1602,475,Valoracion,1.0,13
2251,1822,Valoracion,0.25,10
3346,800,Valoracion,1.0,3
4429,275,Comentario,1.0,12
4755,1282,Comentario,1.0,3
3827,1228,Comentario,1.0,7
4341,1107,Valoracion,0.25,2
2414,1472,Valoracion,1.0,9
881,1738,Comentario,0.5,13
1180,437,Comentario,0.5,2
1663,168,Valoracion,0.75,10
1350,331,Valoracion,0.5,6
2499,1963,Valoracion,1.0,11
3040,843,Valoracion,0.5,7
2866,1083,Valoracion,0.0,15
